EmployeeID,Age,Gender,Country,JobRole,Department,YearsAtCompany,WorkHoursPerWeek,RemoteWork,BurnoutLevel,JobSatisfaction,StressLevel,ProductivityScore,SleepHours,PhysicalActivityHrs,CommuteTime,HasMentalHealthSupport,ManagerSupportScore,HasTherapyAccess,MentalHealthDaysOff,SalaryRange,WorkLifeBalanceScore,TeamSize,CareerGrowthScore,BurnoutRisk
5305,59,Prefer not to say,Australia,Customer Success,Finance,1,43.9,Yes,6.52,4.17,8.14,6.28,6.1,5.4,20,No,6.98,Yes,3,100K+,4.63,15,7.78,0
5306,35,Male,Australia,HR Specialist,Finance,2,47.3,Hybrid,5.66,6.4,7.31,6.53,7.2,4.2,0,No,5.48,Yes,3,40K-60K,6.68,20,5.37,0
5307,32,Female,Australia,Marketing Manager,Finance,0,45.0,Yes,6.21,4.07,8.53,5.78,5.4,4.8,54,No,5.74,Yes,0,<40K,7.68,22,5.2,0
5308,33,Non-binary,Canada,HR Specialist,Product,8,39.0,Hybrid,4.92,8.3,7.02,6.35,8.0,1.7,68,No,8.38,No,3,100K+,8.89,20,6.03,0
5309,28,Prefer not to say,USA,Customer Success,Engineering,1,36.0,Yes,5.7,6.22,9.42,6.92,8.4,5.5,71,Yes,3.2,No,3,100K+,7.03,29,4.94,0
5310,42,Male,Canada,Product Manager,Sales,0,40.5,Hybrid,4.38,4.84,5.3,5.32,6.1,1.9,64,No,1.55,Yes,2,100K+,9.0,17,5.32,0
5311,33,Male,Australia,Product Manager,HR,3,51.0,No,7.08,4.62,9.26,6.23,6.4,2.8,67,Yes,10.0,Yes,1,60K-80K,4.08,4,3.4,0
5312,36,Female,Australia,Software Engineer,Engineering,5,52.7,Hybrid,6.02,6.33,7.08,4.82,7.5,6.1,0,Yes,3.23,No,6,80K-100K,5.61,12,6.76,0
5313,40,Prefer not to say,Germany,Marketing Manager,Customer Support,0,43.8,No,5.81,5.42,7.25,3.94,6.4,4.1,14,No,6.75,Yes,4,<40K,6.34,15,6.14,0
5314,48,Male,Germany,Data Scientist,Engineering,5,30.4,No,5.36,5.71,6.56,8.09,6.1,3.6,65,No,7.49,No,5,40K-60K,5.62,17,4.07,0
5315,34,Prefer not to say,Germany,Software Engineer,Finance,7,41.2,Hybrid,4.57,6.08,4.35,7.12,7.7,4.4,34,Yes,6.92,Yes,3,40K-60K,5.79,14,7.08,0
5316,37,Male,UK,Operations Lead,Operations,2,44.7,Hybrid,5.99,4.94,7.19,5.35,6.9,2.7,17,Yes,3.39,No,2,<40K,4.54,9,5.55,0
5317,41,Male,Germany,Data Scientist,Product,7,41.5,Hybrid,5.19,6.43,5.4,7.1,6.7,4.1,46,Yes,7.39,No,1,100K+,5.08,15,4.98,0
5318,32,Prefer not to say,UK,Marketing Manager,Finance,0,35.6,Yes,4.32,7.49,4.64,8.15,8.9,2.3,64,No,8.42,No,4,80K-100K,7.2,20,6.18,0
5319,36,Prefer not to say,Australia,Software Engineer,Operations,6,46.4,No,5.04,7.18,5.89,6.83,7.7,1.9,25,No,6.11,No,0,40K-60K,6.04,8,8.43,0
5320,46,Non-binary,USA,Marketing Manager,Product,1,49.0,Yes,4.64,7.66,4.16,4.55,6.7,3.2,38,No,5.7,No,8,80K-100K,8.07,13,4.65,0
5321,46,Male,Canada,Data Scientist,HR,6,44.6,Hybrid,4.83,5.88,5.91,8.36,8.0,3.1,59,No,5.0,No,0,40K-60K,7.81,11,5.71,0
5322,35,Male,UK,Software Engineer,Operations,8,47.0,Hybrid,5.99,4.94,6.18,7.3,7.0,3.3,63,Yes,7.02,No,2,40K-60K,2.83,21,6.45,0
5323,47,Prefer not to say,USA,Product Manager,Sales,3,32.6,No,4.83,5.37,4.53,5.92,5.2,4.5,62,No,6.53,No,4,80K-100K,5.43,12,6.11,0
5324,28,Non-binary,India,Operations Lead,Customer Support,4,42.8,Yes,5.21,4.02,8.0,4.92,7.0,4.4,37,Yes,3.71,Yes,4,<40K,7.5,26,5.95,0
5325,23,Non-binary,Germany,Software Engineer,Marketing,2,50.9,Hybrid,5.47,3.98,7.81,6.44,7.0,6.4,98,Yes,7.59,Yes,3,60K-80K,9.01,8,6.27,0
5326,32,Non-binary,India,Operations Lead,Customer Support,1,51.5,Yes,4.04,4.57,4.4,5.77,7.9,5.2,79,No,9.16,Yes,2,40K-60K,9.19,13,7.85,0
5327,38,Male,Germany,Data Scientist,Sales,7,47.5,Yes,4.79,3.49,5.18,4.63,4.7,5.3,20,Yes,7.41,No,4,<40K,9.07,9,7.28,0
5328,41,Non-binary,Germany,Operations Lead,Sales,1,51.8,Hybrid,5.6,9.59,5.14,5.88,4.9,4.4,47,Yes,7.9,No,1,80K-100K,5.63,15,5.77,0
5329,36,Non-binary,UK,Marketing Manager,Finance,3,42.2,No,4.74,7.45,6.58,6.56,7.1,1.0,59,Yes,7.73,Yes,2,40K-60K,8.39,18,9.15,0
5330,35,Non-binary,Germany,Sales Executive,Sales,7,37.5,No,5.13,5.47,4.64,6.09,6.6,2.8,64,Yes,2.26,No,2,40K-60K,3.95,8,1.0,0
5331,42,Non-binary,Australia,Data Scientist,Product,0,47.4,Yes,5.94,7.92,6.88,7.06,4.6,5.8,56,No,4.75,Yes,4,60K-80K,6.28,12,5.57,0
5332,29,Female,Germany,Sales Executive,Finance,0,34.7,No,4.17,7.46,2.71,6.58,5.7,2.7,57,No,3.71,No,5,40K-60K,4.87,9,6.24,0
5333,32,Female,USA,HR Specialist,HR,9,35.6,Yes,5.49,4.52,6.37,4.82,5.2,4.0,34,No,1.9,Yes,8,80K-100K,5.45,14,4.43,0
5334,32,Non-binary,USA,Sales Executive,Marketing,7,47.1,Yes,5.19,5.88,4.34,5.23,5.4,3.8,63,Yes,5.88,No,3,80K-100K,5.21,8,9.38,0
5335,37,Male,UK,Software Engineer,HR,0,54.0,Yes,6.04,6.99,4.36,7.46,5.7,3.8,51,No,7.05,Yes,2,100K+,3.61,8,6.03,0
5336,33,Male,USA,Customer Success,HR,1,42.2,Yes,6.17,7.46,10.0,6.4,6.2,3.8,92,Yes,5.72,Yes,3,40K-60K,6.87,20,6.07,0
5337,21,Prefer not to say,Canada,Product Manager,Finance,3,52.2,Hybrid,5.24,4.7,3.32,6.95,6.1,4.2,66,No,7.11,No,7,40K-60K,5.22,18,5.33,0
5338,49,Prefer not to say,Canada,Sales Executive,Product,2,43.1,Yes,4.52,6.13,2.9,5.6,6.3,2.9,55,Yes,5.62,Yes,6,<40K,4.86,19,5.58,0
5339,35,Prefer not to say,USA,HR Specialist,Marketing,8,47.9,No,5.16,7.08,7.65,4.88,8.1,3.3,0,No,5.77,No,3,80K-100K,9.18,13,7.61,0
5340,42,Male,Canada,Sales Executive,Sales,13,47.7,Yes,6.5,5.3,8.87,5.21,7.9,4.0,66,No,4.1,Yes,5,<40K,5.03,14,6.47,0
5341,22,Female,Germany,Sales Executive,Customer Support,0,51.0,No,5.72,8.2,7.07,6.05,4.5,5.1,61,Yes,7.95,No,3,100K+,8.45,6,7.25,0
5342,52,Prefer not to say,Germany,Customer Success,Sales,3,38.7,Yes,5.06,8.33,6.55,6.67,7.0,4.6,66,Yes,10.0,Yes,3,40K-60K,7.57,6,3.32,0
5343,40,Prefer not to say,USA,Operations Lead,Engineering,1,43.3,No,5.44,3.72,5.42,5.43,5.9,4.1,17,Yes,7.53,Yes,4,80K-100K,5.29,22,3.78,0
5344,45,Female,Australia,Software Engineer,Engineering,2,45.8,Yes,5.37,7.09,6.88,6.88,6.9,2.4,63,No,9.64,No,4,40K-60K,5.81,10,3.19,0
5345,27,Female,USA,Sales Executive,Product,10,46.3,Yes,5.17,6.77,5.21,5.23,7.2,4.9,28,Yes,7.63,Yes,6,60K-80K,5.89,23,6.8,0
5346,35,Female,Australia,Marketing Manager,Finance,5,47.1,No,5.55,7.28,5.39,5.19,7.3,4.6,29,No,6.63,No,7,80K-100K,4.87,11,8.81,0
5347,31,Prefer not to say,USA,Marketing Manager,Sales,0,47.4,Hybrid,5.53,6.62,4.72,4.76,5.5,1.9,56,Yes,5.44,No,2,80K-100K,4.23,4,3.87,0
5348,33,Prefer not to say,Germany,Product Manager,Finance,0,51.1,Yes,5.6,8.5,6.65,5.07,7.1,5.6,24,No,5.86,Yes,6,<40K,6.11,12,7.23,0
5349,27,Male,UK,Product Manager,HR,10,45.8,No,4.69,8.03,5.05,6.62,7.7,2.8,92,No,5.94,Yes,3,<40K,7.34,8,6.36,0
5350,39,Male,USA,Operations Lead,Product,2,44.9,No,5.96,8.62,6.29,5.78,5.7,4.4,42,Yes,5.4,No,3,100K+,4.47,18,6.31,0
5351,35,Female,Canada,Customer Success,Customer Support,3,50.1,Hybrid,6.1,4.88,5.41,7.76,5.7,8.8,78,Yes,7.63,No,4,40K-60K,3.09,16,7.62,0
5352,31,Prefer not to say,Canada,Sales Executive,Engineering,2,41.6,No,6.32,8.45,6.83,5.72,5.6,6.0,27,No,3.9,Yes,4,60K-80K,3.29,22,7.49,0
5353,42,Female,Germany,Data Scientist,Customer Support,2,44.1,No,4.72,7.58,4.61,4.73,6.1,4.3,18,No,9.35,Yes,2,100K+,6.96,18,7.29,0
5354,30,Male,India,Operations Lead,Engineering,0,39.5,Hybrid,6.12,8.57,7.08,6.25,6.9,5.0,87,No,7.94,Yes,4,<40K,3.49,17,6.01,0
5355,37,Prefer not to say,Australia,Marketing Manager,HR,3,31.4,No,5.21,7.24,7.56,6.2,5.6,4.7,41,Yes,6.33,Yes,6,<40K,7.19,5,5.87,0
5356,32,Female,UK,Software Engineer,Customer Support,5,52.1,Yes,5.53,6.71,5.28,5.31,5.4,5.5,53,No,10.0,No,6,100K+,6.29,11,3.93,0
5357,45,Non-binary,Germany,Customer Success,Operations,6,46.0,Hybrid,4.84,7.73,5.37,5.14,5.9,3.9,37,No,4.98,No,6,60K-80K,8.04,8,5.77,0
5358,23,Female,India,Marketing Manager,Sales,8,40.8,Yes,5.31,4.53,4.75,6.24,6.5,4.1,56,Yes,10.0,No,5,80K-100K,3.59,10,6.21,0
5359,21,Non-binary,USA,Data Scientist,Sales,8,39.4,Hybrid,6.47,7.03,7.5,5.47,4.5,3.3,61,No,3.43,No,2,40K-60K,3.27,23,3.38,0
5360,33,Non-binary,UK,Operations Lead,Operations,0,37.8,Yes,5.19,5.64,6.65,5.81,7.5,2.1,67,Yes,7.25,No,4,100K+,6.22,11,7.8,0
5361,41,Non-binary,Australia,Data Scientist,Sales,0,39.7,Hybrid,4.82,6.63,5.46,5.71,6.3,0.6,0,Yes,3.53,Yes,0,<40K,7.52,15,7.26,0
5362,28,Female,Germany,Product Manager,Engineering,8,45.2,No,5.38,4.94,4.62,5.89,6.5,6.4,4,Yes,5.83,Yes,4,<40K,4.75,13,5.76,0
5363,57,Female,UK,Software Engineer,Sales,0,40.9,Yes,4.91,7.61,7.73,4.39,6.1,3.0,0,Yes,3.99,Yes,2,60K-80K,10.0,3,5.58,0
5364,46,Female,India,Customer Success,Engineering,8,42.2,Yes,5.82,6.08,8.48,6.35,8.0,5.4,7,Yes,5.73,Yes,2,80K-100K,5.15,9,4.75,0
5365,47,Female,India,Product Manager,Customer Support,5,41.9,No,5.09,8.35,6.78,6.21,5.4,5.6,37,No,4.67,No,3,100K+,8.12,18,3.69,0
5366,37,Male,Germany,Customer Success,Operations,5,49.8,Yes,5.8,3.44,4.63,5.55,4.1,5.7,65,No,4.95,Yes,4,80K-100K,5.16,17,7.76,0
5367,38,Prefer not to say,Canada,Product Manager,Marketing,9,47.9,Yes,4.66,5.78,4.03,5.42,7.9,2.9,21,Yes,1.45,No,1,<40K,6.64,14,9.24,0
5368,35,Non-binary,Australia,Product Manager,Finance,0,52.0,Hybrid,5.26,6.42,4.14,6.06,5.9,5.4,18,No,5.68,Yes,2,80K-100K,6.56,12,6.33,0
5369,30,Male,Germany,Product Manager,Marketing,0,43.5,Hybrid,5.34,4.57,5.18,5.91,5.4,1.4,19,Yes,5.22,Yes,3,100K+,5.5,16,8.28,0
5370,38,Female,Germany,HR Specialist,Sales,5,44.3,Yes,5.67,4.78,6.86,7.43,6.8,3.4,31,No,7.31,No,3,100K+,6.69,24,2.97,0
5371,30,Non-binary,Australia,Product Manager,Product,0,44.6,Hybrid,6.3,4.8,9.25,4.08,6.5,4.4,57,No,5.17,Yes,4,<40K,7.54,13,5.96,0
5372,37,Male,UK,Customer Success,Engineering,9,44.4,Yes,3.84,4.79,1.18,6.74,5.7,3.3,22,Yes,8.03,No,5,40K-60K,6.68,14,6.3,0
5373,35,Female,India,Sales Executive,Marketing,2,31.2,Yes,5.44,7.3,8.59,7.14,6.5,6.2,22,No,6.63,Yes,4,100K+,6.8,19,6.33,0
5374,45,Prefer not to say,Germany,Data Scientist,Customer Support,1,51.7,Yes,6.88,4.84,7.73,5.25,7.1,2.9,82,Yes,4.9,No,4,40K-60K,2.2,15,5.96,0
5375,26,Male,USA,Customer Success,Customer Support,0,30.0,Hybrid,4.81,6.47,4.6,5.13,5.2,5.1,39,No,4.72,No,4,60K-80K,4.79,16,10.0,0
5376,21,Non-binary,Germany,Product Manager,Sales,6,41.5,No,5.23,4.11,6.15,5.86,8.0,2.6,35,Yes,5.21,Yes,7,80K-100K,5.57,20,4.91,0
5377,42,Prefer not to say,UK,Software Engineer,Marketing,0,49.2,Yes,5.33,3.5,7.28,4.89,6.7,3.8,29,Yes,9.82,No,5,<40K,8.99,19,8.89,0
5378,40,Female,USA,HR Specialist,Engineering,4,42.0,Hybrid,4.91,7.6,6.19,5.46,6.9,3.7,43,Yes,8.22,Yes,4,100K+,8.02,3,3.95,0
5379,51,Female,Germany,Sales Executive,Operations,2,46.3,Yes,5.24,8.32,5.47,6.01,7.9,4.6,45,Yes,6.3,No,2,<40K,5.6,15,7.58,0
5380,38,Female,Australia,Data Scientist,Customer Support,5,46.0,Hybrid,4.92,5.84,3.75,4.92,6.9,4.0,83,No,4.44,No,4,80K-100K,6.17,18,6.55,0
5381,37,Male,India,Marketing Manager,HR,15,39.0,Hybrid,6.67,6.95,9.16,5.91,5.5,1.7,62,Yes,5.68,Yes,3,<40K,4.5,13,7.92,0
5382,32,Prefer not to say,Australia,Sales Executive,Operations,11,46.2,Yes,4.52,5.49,2.94,3.36,5.9,4.1,67,No,1.8,Yes,6,60K-80K,7.06,11,5.79,0
5383,27,Male,Germany,Operations Lead,Finance,0,49.0,No,5.13,8.19,5.97,4.76,6.6,3.3,67,No,4.93,No,2,100K+,7.79,16,9.0,0
5384,29,Male,Canada,Data Scientist,Operations,2,41.2,Yes,3.67,6.74,3.04,3.98,7.0,3.0,70,No,6.52,No,6,80K-100K,9.01,18,6.94,0
5385,52,Female,Germany,Sales Executive,HR,5,47.7,No,5.78,2.47,6.94,5.35,6.3,0.8,49,Yes,4.2,Yes,4,<40K,5.47,17,7.6,0
5386,26,Female,UK,Sales Executive,Engineering,2,40.1,No,6.87,3.49,10.0,5.11,4.1,4.4,65,Yes,10.0,Yes,3,40K-60K,4.73,13,7.97,0
5387,34,Non-binary,UK,Customer Success,Operations,7,38.5,No,5.2,7.01,7.43,5.52,7.5,3.3,112,No,6.92,Yes,5,80K-100K,7.74,18,6.37,0
5388,38,Female,Germany,HR Specialist,Finance,2,40.8,No,5.69,5.45,6.56,6.77,6.9,3.4,22,No,5.37,Yes,4,60K-80K,4.94,16,6.12,0
5389,34,Female,Australia,Software Engineer,Product,4,49.3,Yes,5.54,6.05,8.0,6.56,6.5,6.0,60,Yes,4.67,No,7,40K-60K,7.56,7,6.12,0
5390,44,Prefer not to say,Germany,Operations Lead,Sales,1,35.0,Yes,5.25,7.96,5.78,5.24,6.3,5.7,33,No,5.04,No,6,100K+,4.22,12,3.49,0
5391,46,Female,Canada,Product Manager,Engineering,8,45.5,Hybrid,5.02,6.34,6.57,5.95,7.3,3.3,68,Yes,8.75,Yes,1,<40K,8.47,3,5.97,0
5392,27,Female,UK,Operations Lead,Sales,2,43.2,No,5.86,6.32,8.8,6.89,5.8,4.6,49,Yes,6.21,Yes,2,<40K,7.44,17,6.19,0
5393,30,Female,India,Data Scientist,Product,3,45.6,Yes,6.18,4.56,8.09,7.11,5.4,4.4,8,No,7.17,Yes,4,60K-80K,5.36,3,5.25,0
5394,31,Male,USA,Data Scientist,HR,0,49.4,Yes,4.73,4.55,6.14,5.91,7.6,7.2,87,Yes,6.22,No,2,<40K,9.04,19,5.45,0
5395,22,Non-binary,UK,Operations Lead,Marketing,2,40.8,Hybrid,4.97,8.03,5.17,6.93,8.0,6.4,54,Yes,9.17,Yes,2,<40K,5.12,25,3.87,0
5396,43,Non-binary,Germany,Operations Lead,Finance,5,37.7,No,4.83,5.47,6.07,5.12,5.2,4.3,68,No,6.7,No,2,80K-100K,8.19,17,5.47,0
5397,32,Non-binary,Germany,Customer Success,Sales,1,45.9,Hybrid,4.87,6.49,3.18,5.7,7.9,2.6,15,Yes,7.88,No,2,60K-80K,4.02,4,6.24,0
5398,21,Non-binary,India,Customer Success,HR,1,39.6,Yes,5.73,5.7,8.48,4.2,4.5,1.9,7,No,9.27,No,3,80K-100K,8.83,17,3.78,0
5399,36,Prefer not to say,USA,Marketing Manager,Customer Support,3,40.6,Yes,6.16,7.4,7.51,4.96,5.0,2.3,0,No,7.77,No,3,40K-60K,4.13,16,6.54,0
5400,35,Non-binary,India,Product Manager,HR,42,54.7,Yes,6.03,5.35,4.23,6.09,6.9,4.0,23,Yes,5.33,Yes,4,40K-60K,2.03,14,6.27,0
5401,41,Male,Germany,Data Scientist,Customer Support,5,42.5,Yes,6.19,5.29,7.91,5.02,5.8,3.9,54,No,5.0,Yes,4,<40K,5.54,26,9.28,0
5402,36,Non-binary,India,Sales Executive,Marketing,2,47.9,Yes,4.76,4.84,2.64,6.22,8.1,3.2,50,No,3.22,Yes,4,60K-80K,3.02,17,5.47,0
5403,28,Female,India,Data Scientist,Marketing,0,40.9,Yes,4.32,5.27,4.69,4.84,6.8,3.4,11,No,5.16,No,3,40K-60K,7.68,19,7.65,0
5404,38,Female,Australia,Sales Executive,Sales,4,42.2,Hybrid,5.76,9.67,5.45,5.38,4.5,1.9,80,Yes,6.62,Yes,3,60K-80K,3.46,20,5.2,0
5405,23,Prefer not to say,Germany,Software Engineer,Engineering,2,44.5,Yes,5.38,2.83,4.9,4.55,5.4,5.8,43,No,3.9,No,4,60K-80K,5.25,18,6.96,0
5406,25,Female,USA,Sales Executive,Sales,1,45.6,Yes,6.14,6.91,6.93,6.57,6.9,3.9,20,No,6.05,No,5,100K+,3.4,12,6.91,0
5407,25,Male,USA,Sales Executive,Engineering,1,45.4,No,5.25,3.81,4.92,5.21,7.6,5.1,38,Yes,4.63,Yes,3,100K+,5.03,9,3.93,0
5408,39,Male,UK,Sales Executive,Finance,6,40.6,Hybrid,5.35,6.74,7.04,3.67,6.4,3.5,57,No,8.36,No,6,<40K,6.6,5,6.64,0
5409,34,Prefer not to say,Australia,HR Specialist,Engineering,1,40.1,No,4.88,5.09,5.2,6.56,7.3,6.8,70,Yes,6.01,Yes,1,<40K,6.06,17,5.29,0
5410,27,Female,India,Data Scientist,Sales,7,45.7,Hybrid,6.8,4.09,10.0,6.66,6.1,3.0,46,Yes,7.85,Yes,4,<40K,6.41,22,8.03,0
5411,42,Non-binary,Canada,Sales Executive,Finance,11,53.8,Hybrid,6.02,6.17,4.83,6.58,4.7,4.2,81,Yes,4.16,Yes,4,100K+,4.02,17,5.07,0
5412,48,Non-binary,USA,Product Manager,Finance,1,41.1,No,5.1,3.48,4.64,6.23,5.4,3.8,13,No,4.49,No,3,100K+,5.86,11,5.07,0
5413,40,Non-binary,Germany,Software Engineer,Sales,2,37.5,Hybrid,5.09,6.44,5.28,4.26,7.8,5.6,48,No,9.13,Yes,2,80K-100K,4.48,15,7.59,0
5414,35,Non-binary,Canada,Customer Success,Sales,0,47.6,Yes,4.78,3.43,1.0,5.65,7.5,3.4,38,No,8.8,Yes,1,100K+,1.22,9,7.6,0
5415,52,Female,Australia,HR Specialist,Customer Support,0,54.3,Hybrid,5.25,4.5,6.53,6.96,7.6,5.0,55,Yes,6.38,Yes,1,40K-60K,8.99,5,3.44,0
5416,37,Non-binary,USA,Data Scientist,Sales,5,50.6,Hybrid,6.63,6.51,6.51,4.88,5.4,3.6,57,Yes,3.29,Yes,6,<40K,3.37,18,6.08,0
5417,41,Non-binary,India,Software Engineer,Finance,2,45.2,No,5.35,3.05,5.0,4.05,6.1,4.8,50,No,6.07,No,6,80K-100K,3.98,19,4.02,0
5418,32,Prefer not to say,Germany,Customer Success,Engineering,0,45.8,Yes,6.26,5.84,6.56,6.34,5.6,6.2,60,Yes,4.67,Yes,2,80K-100K,4.01,14,5.85,0
5419,43,Female,Canada,HR Specialist,Product,4,46.6,Hybrid,6.07,9.92,7.79,6.65,6.8,3.1,33,No,8.55,Yes,6,<40K,5.14,16,9.85,0
5420,44,Female,UK,Operations Lead,Product,0,48.8,Yes,4.99,7.02,4.19,5.5,5.6,5.1,14,Yes,8.53,Yes,1,<40K,7.02,7,5.4,0
5421,45,Male,Australia,Sales Executive,Operations,5,54.7,Hybrid,5.05,7.16,3.47,6.89,5.4,3.2,60,No,6.42,No,5,60K-80K,6.18,3,5.89,0
5422,34,Prefer not to say,USA,Marketing Manager,Product,0,47.2,No,5.28,7.59,5.67,5.97,7.6,2.8,46,Yes,4.12,No,2,40K-60K,5.92,18,5.39,0
5423,35,Non-binary,USA,Customer Success,Finance,0,51.6,Yes,4.95,5.16,4.38,4.94,7.2,4.1,48,No,5.62,Yes,0,60K-80K,6.88,18,4.11,0
5424,35,Female,USA,Operations Lead,Operations,4,48.6,Yes,5.37,8.03,5.69,5.7,6.9,3.1,45,Yes,4.79,No,2,60K-80K,5.86,18,8.03,0
5425,32,Female,Australia,Product Manager,Operations,1,48.9,Yes,5.56,4.75,9.24,6.19,7.0,2.0,35,Yes,4.2,No,2,40K-60K,8.54,3,7.47,0
5426,33,Non-binary,Canada,Product Manager,Finance,0,43.8,Yes,5.12,4.46,5.48,7.2,5.8,6.8,47,No,3.91,Yes,3,40K-60K,6.1,8,6.23,0
5427,34,Female,Australia,Product Manager,Customer Support,2,40.2,Yes,5.84,7.19,7.93,5.67,5.8,6.6,25,No,3.39,Yes,0,<40K,4.92,23,5.5,0
5428,39,Male,Australia,Software Engineer,HR,4,54.3,Yes,6.94,5.22,8.25,5.95,5.4,5.2,36,No,5.76,No,5,60K-80K,6.61,21,8.39,0
5429,22,Prefer not to say,India,Product Manager,Customer Support,1,47.5,Yes,4.44,5.09,3.08,5.16,6.3,5.8,79,No,3.12,Yes,6,80K-100K,6.36,11,5.01,0
5430,43,Prefer not to say,Canada,Operations Lead,Engineering,4,42.2,Hybrid,4.71,3.78,4.92,3.91,6.4,3.8,16,No,6.36,No,2,60K-80K,6.44,14,3.95,0
5431,26,Non-binary,Canada,Product Manager,HR,3,42.8,Yes,5.02,3.55,5.84,7.57,7.0,7.8,38,Yes,3.09,No,5,40K-60K,7.07,18,7.91,0
5432,40,Prefer not to say,UK,Customer Success,Engineering,1,44.1,No,7.04,4.05,9.59,5.39,6.1,3.2,56,Yes,3.4,Yes,3,<40K,4.22,17,4.54,0
5433,40,Female,Germany,HR Specialist,Product,0,31.1,Hybrid,5.53,6.14,7.07,7.63,7.3,4.0,56,Yes,5.01,Yes,1,<40K,2.91,3,6.06,0
5434,28,Non-binary,India,Software Engineer,Product,6,45.6,No,3.92,6.36,3.35,7.18,6.8,6.1,88,No,7.56,Yes,4,40K-60K,9.09,25,5.85,0
5435,36,Female,India,Sales Executive,Sales,6,39.8,Yes,5.79,6.38,8.69,5.56,7.6,6.8,61,Yes,8.76,Yes,1,80K-100K,6.58,15,7.17,0
5436,27,Male,Germany,Sales Executive,HR,5,39.6,Hybrid,4.63,7.09,6.43,6.47,6.6,6.5,28,No,1.49,Yes,5,<40K,8.26,8,4.39,0
5437,32,Female,Australia,Data Scientist,Marketing,6,54.2,Hybrid,5.8,8.56,5.31,6.65,6.6,4.4,30,No,2.79,Yes,2,60K-80K,4.49,15,6.24,0
5438,29,Female,USA,Customer Success,Finance,3,42.6,Hybrid,5.1,6.07,5.23,6.98,6.3,5.4,72,No,5.63,No,1,60K-80K,5.5,5,6.18,0
5439,36,Female,Germany,Customer Success,Product,3,32.2,Hybrid,5.08,5.66,5.77,5.95,4.7,4.3,91,No,3.87,Yes,4,80K-100K,5.27,28,4.24,0
5440,29,Male,UK,Software Engineer,Sales,1,37.8,No,5.93,9.04,8.57,7.86,6.3,6.3,45,Yes,5.55,Yes,1,60K-80K,6.23,3,9.64,0
5441,36,Prefer not to say,Australia,Product Manager,HR,6,44.2,No,5.53,6.77,4.54,5.02,4.0,3.6,38,No,3.07,Yes,5,60K-80K,3.78,12,9.1,0
5442,28,Non-binary,UK,HR Specialist,Product,6,49.6,Yes,6.03,6.84,6.5,6.76,4.2,5.4,13,No,4.82,No,4,<40K,5.56,30,5.87,0
5443,45,Non-binary,UK,Sales Executive,Sales,7,53.1,Yes,6.49,6.83,6.12,7.78,6.9,7.9,50,No,2.79,No,5,100K+,1.85,14,10.0,0
5444,23,Non-binary,Germany,HR Specialist,HR,1,60.3,No,4.88,6.12,4.58,6.7,5.5,1.4,27,No,2.05,No,1,<40K,10.0,18,8.08,0
5445,22,Non-binary,USA,Marketing Manager,Product,2,55.0,Hybrid,5.41,4.96,4.36,5.29,5.5,6.1,7,No,4.34,No,1,80K-100K,5.83,20,7.64,0
5446,33,Female,Australia,Software Engineer,Finance,13,47.8,Hybrid,6.21,6.7,8.43,6.68,6.4,3.9,54,Yes,4.05,Yes,5,60K-80K,6.0,22,4.66,0
5447,42,Prefer not to say,USA,Software Engineer,Operations,2,39.0,Hybrid,5.49,4.49,5.28,5.69,6.4,3.9,43,Yes,4.44,No,0,40K-60K,3.15,10,7.32,0
5448,24,Prefer not to say,Canada,Marketing Manager,HR,0,30.2,Yes,4.92,7.62,4.63,8.43,6.0,2.7,57,Yes,6.66,No,6,60K-80K,4.6,19,4.66,0
5449,31,Non-binary,UK,Product Manager,Engineering,0,59.5,Yes,7.4,4.74,10.0,5.4,4.8,5.0,91,No,5.59,No,2,60K-80K,6.68,19,2.7,0
5450,43,Non-binary,India,Marketing Manager,Engineering,7,39.4,Hybrid,5.28,6.58,6.63,7.08,7.2,2.0,55,Yes,5.13,Yes,6,80K-100K,5.95,16,5.97,0
5451,40,Prefer not to say,India,Operations Lead,Operations,1,57.5,No,6.48,4.57,5.03,6.07,7.2,2.8,63,No,5.59,No,4,<40K,1.0,22,7.43,0
5452,44,Prefer not to say,USA,Product Manager,HR,0,43.7,Hybrid,4.91,7.84,4.39,6.77,5.3,6.1,65,Yes,7.51,No,7,80K-100K,6.63,12,6.58,0
5453,58,Female,India,Customer Success,Operations,1,40.3,Yes,4.25,5.52,3.17,5.82,6.1,4.3,6,No,7.77,Yes,1,40K-60K,6.55,11,4.54,0
5454,33,Male,Germany,Product Manager,Product,3,46.4,Yes,4.38,4.96,2.74,5.42,7.4,4.8,32,No,5.28,Yes,1,<40K,6.5,15,8.27,0
5455,24,Non-binary,India,Product Manager,Finance,3,37.7,No,4.09,6.09,4.28,3.8,7.1,4.6,9,No,5.32,Yes,6,40K-60K,8.9,12,7.43,0
5456,41,Female,India,Customer Success,Engineering,0,30.0,Yes,4.75,7.39,5.65,7.15,3.7,3.7,46,Yes,3.68,Yes,2,<40K,7.73,23,5.83,0
5457,37,Male,Canada,Product Manager,Customer Support,3,41.9,Yes,5.97,6.22,9.71,7.88,8.6,6.2,21,Yes,4.29,No,3,<40K,6.2,12,8.35,0
5458,21,Male,Canada,Marketing Manager,Sales,3,36.8,Yes,5.24,6.23,5.06,4.88,6.7,6.8,71,No,6.39,Yes,1,40K-60K,3.88,16,5.92,0
